**********************Check Process Result(CheckImageByService)**********************
Index	Service	File Path	Total Screenshots	Adapted Screenshots
1	analysis-services	articles/analysis-services/analysis-services-addservprinc-admins.md	2	0
2	analysis-services	articles/analysis-services/analysis-services-alias.md	2	0
3	analysis-services	articles/analysis-services/analysis-services-async-refresh.md	7	0
4	analysis-services	articles/analysis-services/analysis-services-backup.md	6	0
5	analysis-services	articles/analysis-services/analysis-services-compat-level.md	1	0
6	analysis-services	articles/analysis-services/analysis-services-connect-excel.md	2	0
7	analysis-services	articles/analysis-services/analysis-services-create-model-portal.md	6	0
8	analysis-services	articles/analysis-services/analysis-services-create-sample-model.md	5	0
9	analysis-services	articles/analysis-services/analysis-services-create-server.md	2	0
10	analysis-services	articles/analysis-services/analysis-services-data-providers.md	1	0
11	analysis-services	articles/analysis-services/analysis-services-database-users.md	2	0
12	analysis-services	articles/analysis-services/analysis-services-deploy.md	4	0
13	analysis-services	articles/analysis-services/analysis-services-gateway.md	1	0
14	analysis-services	articles/analysis-services/analysis-services-gateway-install.md	10	0
15	analysis-services	articles/analysis-services/analysis-services-import-pbix.md	4	0
16	analysis-services	articles/analysis-services/analysis-services-logging.md	3	0
17	analysis-services	articles/analysis-services/analysis-services-manage.md	3	0
18	analysis-services	articles/analysis-services/analysis-services-manage-users.md	2	0
19	analysis-services	articles/analysis-services/analysis-services-monitor.md	2	0
20	analysis-services	articles/analysis-services/analysis-services-overview.md	6	0
21	analysis-services	articles/analysis-services/analysis-services-qs-firewall.md	1	0
22	analysis-services	articles/analysis-services/analysis-services-scale-out.md	3	0
23	analysis-services	articles/analysis-services/analysis-services-server-admins.md	2	0
24	analysis-services	articles/analysis-services/analysis-services-vnet-gateway.md	1	0
25	analysis-services	articles/analysis-services/index.md	3	0
26	analysis-services	articles/analysis-services/tutorials/analysis-services-tutorial-pbid.md	6	0
27	analysis-services	articles/analysis-services/tutorials/analysis-services-tutorial-roles.md	11	0
28	azure-resource-manager	articles/azure-resource-manager/best-practices-resource-manager-security.md	2	0
29	azure-resource-manager	articles/azure-resource-manager/index.md	10	0
30	azure-resource-manager	articles/azure-resource-manager/managed-application-author-marketplace.md	3	0
31	azure-resource-manager	articles/azure-resource-manager/managed-application-consumption.md	7	0
32	azure-resource-manager	articles/azure-resource-manager/management-groups.md	14	1
33	azure-resource-manager	articles/azure-resource-manager/powershell-azure-resource-manager.md	2	0
34	azure-resource-manager	articles/azure-resource-manager/resource-group-audit.md	8	0
35	azure-resource-manager	articles/azure-resource-manager/resource-group-create-service-principal-portal.md	25	0
36	azure-resource-manager	articles/azure-resource-manager/resource-group-linked-templates.md	1	0
37	azure-resource-manager	articles/azure-resource-manager/resource-group-move-resources.md	4	0
38	azure-resource-manager	articles/azure-resource-manager/resource-group-overview.md	4	0
39	azure-resource-manager	articles/azure-resource-manager/resource-group-portal.md	18	0
40	azure-resource-manager	articles/azure-resource-manager/resource-group-template-deploy-portal.md	31	0
41	azure-resource-manager	articles/azure-resource-manager/resource-group-using-tags.md	1	0
42	azure-resource-manager	articles/azure-resource-manager/resource-manager-api-authentication.md	6	0
43	azure-resource-manager	articles/azure-resource-manager/resource-manager-common-deployment-errors.md	6	0
44	azure-resource-manager	articles/azure-resource-manager/resource-manager-deployment-model.md	2	0
45	azure-resource-manager	articles/azure-resource-manager/resource-manager-deployment-operations.md	6	0
46	azure-resource-manager	articles/azure-resource-manager/resource-manager-export-template.md	19	0
47	azure-resource-manager	articles/azure-resource-manager/resource-manager-keyvault-parameter.md	2	0
48	azure-resource-manager	articles/azure-resource-manager/resource-manager-not-found-errors.md	4	0
49	azure-resource-manager	articles/azure-resource-manager/resource-manager-policy-portal.md	10	0
50	azure-resource-manager	articles/azure-resource-manager/resource-manager-quickstart-create-templates-use-the-portal.md	8	3
51	azure-resource-manager	articles/azure-resource-manager/resource-manager-quickstart-create-templates-use-visual-studio-code.md	6	0
52	azure-resource-manager	articles/azure-resource-manager/resource-manager-quota-errors.md	5	0
53	azure-resource-manager	articles/azure-resource-manager/resource-manager-register-provider-errors.md	2	0
54	azure-resource-manager	articles/azure-resource-manager/resource-manager-sequential-loop.md	1	0
55	azure-resource-manager	articles/azure-resource-manager/resource-manager-sku-not-available-errors.md	1	0
56	azure-resource-manager	articles/azure-resource-manager/resource-manager-supported-services.md	10	0
57	azure-resource-manager	articles/azure-resource-manager/resource-manager-template-best-practices.md	1	0
58	azure-resource-manager	articles/azure-resource-manager/resource-manager-tutorial-create-encrypted-storage-accounts.md	11	0
59	azure-resource-manager	articles/azure-resource-manager/resource-manager-tutorial-create-templates-with-dependent-resources.md	7	0
60	azure-resource-manager	articles/azure-resource-manager/resource-manager-update.md	2	0
61	azure-resource-manager	articles/azure-resource-manager/templates-cloud-consistency.md	3	0
62	azure-resource-manager	articles/azure-resource-manager/vs-azure-tools-resource-groups-deployment-projects-create-deploy.md	32	0
63	container-registry	articles/container-registry/container-registry-authentication.md	1	0
64	container-registry	articles/container-registry/container-registry-best-practices.md	2	0
65	container-registry	articles/container-registry/container-registry-content-trust.md	3	0
66	container-registry	articles/container-registry/container-registry-delete.md	1	0
67	container-registry	articles/container-registry/container-registry-event-grid-quickstart.md	3	0
68	container-registry	articles/container-registry/container-registry-geo-replication.md	6	0
69	container-registry	articles/container-registry/container-registry-get-started-azure-cli.md	1	0
70	container-registry	articles/container-registry/container-registry-get-started-docker-cli.md	1	0
71	container-registry	articles/container-registry/container-registry-get-started-portal.md	15	0
72	container-registry	articles/container-registry/container-registry-get-started-powershell.md	1	0
73	container-registry	articles/container-registry/container-registry-repositories.md	1	0
74	container-registry	articles/container-registry/container-registry-skus.md	1	0
75	container-registry	articles/container-registry/container-registry-tutorial-base-image-update.md	2	0
76	container-registry	articles/container-registry/container-registry-tutorial-build-tasks.md	2	0
77	container-registry	articles/container-registry/container-registry-tutorial-deploy-app.md	9	0
78	container-registry	articles/container-registry/container-registry-tutorial-deploy-update.md	5	0
79	container-registry	articles/container-registry/container-registry-tutorial-prepare-registry.md	7	0
80	container-registry	articles/container-registry/container-registry-tutorial-quick-build.md	2	0
81	container-registry	articles/container-registry/container-registry-upgrade.md	4	0
82	container-registry	articles/container-registry/container-registry-webhook.md	2	0
83	container-registry	articles/container-registry/index.md	8	0
84	cosmos-db	articles/cosmos-db/20-days-of-tips.md	5	0
85	cosmos-db	articles/cosmos-db/bulk-executor-overview.md	1	0
86	cosmos-db	articles/cosmos-db/cassandra-import-data.md	1	0
87	cosmos-db	articles/cosmos-db/cassandra-introduction.md	2	0
88	cosmos-db	articles/cosmos-db/change-feed.md	7	0
89	cosmos-db	articles/cosmos-db/change-feed-hl7-fhir-logic-apps.md	8	0
90	cosmos-db	articles/cosmos-db/changefeed-ecommerce-solution.md	8	0
91	cosmos-db	articles/cosmos-db/connect-mongodb-account.md	2	0
92	cosmos-db	articles/cosmos-db/consistency-levels.md	2	0
93	cosmos-db	articles/cosmos-db/create-cassandra-dotnet.md	4	0
94	cosmos-db	articles/cosmos-db/create-cassandra-java.md	3	0
95	cosmos-db	articles/cosmos-db/create-cassandra-nodejs.md	4	0
96	cosmos-db	articles/cosmos-db/create-cassandra-python.md	4	0
97	cosmos-db	articles/cosmos-db/create-graph-dotnet.md	5	0
98	cosmos-db	articles/cosmos-db/create-graph-gremlin-console.md	3	0
99	cosmos-db	articles/cosmos-db/create-graph-java.md	9	0
100	cosmos-db	articles/cosmos-db/create-graph-nodejs.md	2	0
101	cosmos-db	articles/cosmos-db/create-graph-php.md	8	0
102	cosmos-db	articles/cosmos-db/create-graph-python.md	8	0
103	cosmos-db	articles/cosmos-db/create-mongodb-golang.md	3	0
104	cosmos-db	articles/cosmos-db/create-mongodb-nodejs.md	3	0
105	cosmos-db	articles/cosmos-db/create-sql-api-dotnet.md	3	0
106	cosmos-db	articles/cosmos-db/create-sql-api-dotnet-core.md	7	0
107	cosmos-db	articles/cosmos-db/create-sql-api-java.md	4	0
108	cosmos-db	articles/cosmos-db/create-sql-api-python.md	3	0
109	cosmos-db	articles/cosmos-db/create-sql-api-xamarin-dotnet.md	11	0
110	cosmos-db	articles/cosmos-db/create-table-dotnet.md	11	0
111	cosmos-db	articles/cosmos-db/create-table-java.md	1	0
112	cosmos-db	articles/cosmos-db/create-table-nodejs.md	1	0
113	cosmos-db	articles/cosmos-db/create-table-python.md	1	0
114	cosmos-db	articles/cosmos-db/create-website.md	10	0
115	cosmos-db	articles/cosmos-db/data-explorer.md	1	0
116	cosmos-db	articles/cosmos-db/database-encryption-at-rest.md	1	0
117	cosmos-db	articles/cosmos-db/database-security.md	3	0
118	cosmos-db	articles/cosmos-db/distribute-data-globally.md	8	0
119	cosmos-db	articles/cosmos-db/faq.md	2	0
120	cosmos-db	articles/cosmos-db/firewall-support.md	7	0
121	cosmos-db	articles/cosmos-db/graph-introduction.md	3	0
122	cosmos-db	articles/cosmos-db/gremlin-support.md	1	0
123	cosmos-db	articles/cosmos-db/import-data.md	32	0
124	cosmos-db	articles/cosmos-db/index.md	14	0
125	cosmos-db	articles/cosmos-db/indexing-policies.md	1	0
126	cosmos-db	articles/cosmos-db/introduction.md	8	0
127	cosmos-db	articles/cosmos-db/lambda-architecture.md	7	0
128	cosmos-db	articles/cosmos-db/local-emulator.md	4	0
129	cosmos-db	articles/cosmos-db/local-emulator-export-ssl-certificates.md	10	0
130	cosmos-db	articles/cosmos-db/logging.md	12	0
131	cosmos-db	articles/cosmos-db/manage-account.md	7	0
132	cosmos-db	articles/cosmos-db/mobile-apps-with-xamarin.md	8	0
133	cosmos-db	articles/cosmos-db/mongodb-introduction.md	1	0
134	cosmos-db	articles/cosmos-db/mongodb-migrate.md	1	0
135	cosmos-db	articles/cosmos-db/mongodb-mongochef.md	11	0
136	cosmos-db	articles/cosmos-db/mongodb-mongoose.md	2	0
137	cosmos-db	articles/cosmos-db/mongodb-robomongo.md	4	0
138	cosmos-db	articles/cosmos-db/mongodb-ttl.md	1	0
139	cosmos-db	articles/cosmos-db/monitor-accounts.md	11	0
140	cosmos-db	articles/cosmos-db/multi-master-workaround.md	1	0
141	cosmos-db	articles/cosmos-db/multi-region-writers.md	5	0
142	cosmos-db	articles/cosmos-db/odbc-driver.md	8	0
143	cosmos-db	articles/cosmos-db/online-backup-and-restore.md	4	2
144	cosmos-db	articles/cosmos-db/partition-data.md	1	0
145	cosmos-db	articles/cosmos-db/performance-levels.md	4	0
146	cosmos-db	articles/cosmos-db/performance-tips.md	2	0
147	cosmos-db	articles/cosmos-db/performance-tips-java.md	2	0
148	cosmos-db	articles/cosmos-db/powerbi-visualize.md	22	0
149	cosmos-db	articles/cosmos-db/query-cheat-sheet.md	2	0
150	cosmos-db	articles/cosmos-db/regional-failover.md	5	0
151	cosmos-db	articles/cosmos-db/request-units.md	5	0
152	cosmos-db	articles/cosmos-db/secure-access-to-data.md	3	0
153	cosmos-db	articles/cosmos-db/serverless-computing-database.md	7	0
154	cosmos-db	articles/cosmos-db/set-throughput.md	6	0
155	cosmos-db	articles/cosmos-db/social-media-apps.md	5	0
156	cosmos-db	articles/cosmos-db/spark-connector.md	9	0
157	cosmos-db	articles/cosmos-db/sql-api-cpp-get-started.md	6	0
158	cosmos-db	articles/cosmos-db/sql-api-dotnet-application.md	42	0
159	cosmos-db	articles/cosmos-db/sql-api-dotnetcore-get-started.md	5	0
160	cosmos-db	articles/cosmos-db/sql-api-get-started.md	6	0
161	cosmos-db	articles/cosmos-db/sql-api-introduction.md	2	0
162	cosmos-db	articles/cosmos-db/sql-api-java-application.md	5	0
163	cosmos-db	articles/cosmos-db/sql-api-modeling-data.md	2	0
164	cosmos-db	articles/cosmos-db/sql-api-nodejs-application.md	4	0
165	cosmos-db	articles/cosmos-db/sql-api-nodejs-get-started.md	3	1
166	cosmos-db	articles/cosmos-db/sql-api-python-application.md	17	0
167	cosmos-db	articles/cosmos-db/sql-api-resources.md	3	0
168	cosmos-db	articles/cosmos-db/sql-api-sql-query.md	1	0
169	cosmos-db	articles/cosmos-db/storage-explorer.md	31	0
170	cosmos-db	articles/cosmos-db/storage-table-design-guide.md	29	0
171	cosmos-db	articles/cosmos-db/table-import.md	2	0
172	cosmos-db	articles/cosmos-db/table-storage-cloud-service-nodejs.md	3	0
173	cosmos-db	articles/cosmos-db/time-to-live.md	1	0
174	cosmos-db	articles/cosmos-db/tutorial-develop-cassandra-java.md	2	0
175	cosmos-db	articles/cosmos-db/tutorial-develop-graph-dotnet.md	1	0
176	cosmos-db	articles/cosmos-db/tutorial-develop-mongodb-nodejs-part2.md	4	0
177	cosmos-db	articles/cosmos-db/tutorial-develop-mongodb-nodejs-part3.md	10	0
178	cosmos-db	articles/cosmos-db/tutorial-develop-mongodb-nodejs-part4.md	3	0
179	cosmos-db	articles/cosmos-db/tutorial-develop-mongodb-nodejs-part5.md	3	0
180	cosmos-db	articles/cosmos-db/tutorial-develop-mongodb-nodejs-part6.md	9	0
181	cosmos-db	articles/cosmos-db/tutorial-develop-sql-api-dotnet.md	4	0
182	cosmos-db	articles/cosmos-db/tutorial-functions-http-trigger.md	18	0
183	cosmos-db	articles/cosmos-db/unique-keys.md	1	0
184	cosmos-db	articles/cosmos-db/use-cases.md	6	0
185	cosmos-db	articles/cosmos-db/use-metrics.md	4	0
186	cosmos-db	articles/cosmos-db/vnet-service-endpoint.md	8	0
187	event-hubs	articles/event-hubs/event-hubs-about.md	1	0
188	event-hubs	articles/event-hubs/event-hubs-archive-python.md	1	0
189	event-hubs	articles/event-hubs/event-hubs-auto-inflate.md	2	0
190	event-hubs	articles/event-hubs/event-hubs-c-ephcs-getstarted.md	2	0
191	event-hubs	articles/event-hubs/event-hubs-capture-enable-through-portal.md	4	0
192	event-hubs	articles/event-hubs/event-hubs-capture-overview.md	1	0
193	event-hubs	articles/event-hubs/event-hubs-create.md	7	0
194	event-hubs	articles/event-hubs/event-hubs-create-kafka-enabled.md	2	0
195	event-hubs	articles/event-hubs/event-hubs-csharp-ephcs-getstarted.md	4	0
196	event-hubs	articles/event-hubs/event-hubs-diagnostic-logs.md	3	0
197	event-hubs	articles/event-hubs/event-hubs-dotnet-framework-getstarted-receive-eph.md	6	0
198	event-hubs	articles/event-hubs/event-hubs-dotnet-framework-getstarted-send.md	2	0
199	event-hubs	articles/event-hubs/event-hubs-dotnet-standard-getstarted-receive-eph.md	2	0
200	event-hubs	articles/event-hubs/event-hubs-dotnet-standard-getstarted-send.md	1	0
201	event-hubs	articles/event-hubs/event-hubs-features.md	5	0
202	event-hubs	articles/event-hubs/event-hubs-geo-dr.md	3	0
203	event-hubs	articles/event-hubs/event-hubs-get-started-receive-storm.md	1	0
204	event-hubs	articles/event-hubs/event-hubs-kafka-mirror-maker-tutorial.md	1	0
205	event-hubs	articles/event-hubs/event-hubs-managed-service-identity.md	3	0
206	event-hubs	articles/event-hubs/event-hubs-metrics-azure-monitor.md	2	0
207	event-hubs	articles/event-hubs/event-hubs-programming-guide.md	1	0
208	event-hubs	articles/event-hubs/event-hubs-quickstart-cli.md	1	0
209	event-hubs	articles/event-hubs/event-hubs-quickstart-portal.md	11	0
210	event-hubs	articles/event-hubs/event-hubs-quickstart-powershell.md	3	0
211	event-hubs	articles/event-hubs/event-hubs-resource-manager-namespace-event-hub.md	1	0
212	event-hubs	articles/event-hubs/event-hubs-role-based-access-control.md	1	0
213	event-hubs	articles/event-hubs/event-hubs-streaming-azure-diags-data.md	1	0
214	event-hubs	articles/event-hubs/event-hubs-tutorial-visualize-anomalies.md	14	0
215	event-hubs	articles/event-hubs/event-hubs-what-is-event-hubs.md	1	0
216	event-hubs	articles/event-hubs/index.md	15	0
217	load-balancer	articles/load-balancer/create-public-ip-availability-zone-portal.md	1	0
218	load-balancer	articles/load-balancer/index.md	14	0
219	load-balancer	articles/load-balancer/load-balancer-arm.md	1	0
220	load-balancer	articles/load-balancer/load-balancer-configure-ha-ports.md	2	0
221	load-balancer	articles/load-balancer/load-balancer-configure-sqlao.md	1	0
222	load-balancer	articles/load-balancer/load-balancer-distribution-mode.md	2	0
223	load-balancer	articles/load-balancer/load-balancer-get-started-ilb-arm-cli.md	1	0
224	load-balancer	articles/load-balancer/load-balancer-get-started-internet-arm-cli.md	1	0
225	load-balancer	articles/load-balancer/load-balancer-get-started-internet-availability-zones-zonal-portal.md	1	0
226	load-balancer	articles/load-balancer/load-balancer-get-started-internet-az-portal.md	1	0
227	load-balancer	articles/load-balancer/load-balancer-get-started-internet-portal.md	11	0
228	load-balancer	articles/load-balancer/load-balancer-ha-ports-overview.md	1	0
229	load-balancer	articles/load-balancer/load-balancer-internal-getstarted.md	1	0
230	load-balancer	articles/load-balancer/load-balancer-internal-overview.md	4	0
231	load-balancer	articles/load-balancer/load-balancer-internet-overview.md	1	0
232	load-balancer	articles/load-balancer/load-balancer-ipv6-internet-cli.md	1	0
233	load-balancer	articles/load-balancer/load-balancer-ipv6-internet-ps.md	1	0
234	load-balancer	articles/load-balancer/load-balancer-ipv6-internet-template.md	9	0
235	load-balancer	articles/load-balancer/load-balancer-ipv6-overview.md	1	0
236	load-balancer	articles/load-balancer/load-balancer-monitor-log.md	3	0
237	load-balancer	articles/load-balancer/load-balancer-monitoring.md	4	0
238	load-balancer	articles/load-balancer/load-balancer-multiple-ip.md	2	0
239	load-balancer	articles/load-balancer/load-balancer-multivip.md	1	0
240	load-balancer	articles/load-balancer/load-balancer-multivip-overview.md	4	0
241	load-balancer	articles/load-balancer/load-balancer-overview.md	8	0
242	load-balancer	articles/load-balancer/load-balancer-standard-diagnostics.md	12	0
243	load-balancer	articles/load-balancer/load-balancer-standard-public-availability-zones-portal.md	21	0
244	load-balancer	articles/load-balancer/load-balancer-standard-public-cli.md	1	0
245	load-balancer	articles/load-balancer/load-balancer-standard-public-portal.md	11	0
246	load-balancer	articles/load-balancer/load-balancer-standard-public-zonal-cli.md	1	0
247	load-balancer	articles/load-balancer/load-balancer-standard-public-zone-redundant-cli.md	1	0
248	load-balancer	articles/load-balancer/load-balancer-tcp-idle-timeout.md	1	0
249	load-balancer	articles/load-balancer/quickstart-create-basic-load-balancer-powershell.md	1	0
250	load-balancer	articles/load-balancer/tutorial-load-balancer-basic-internal-portal.md	9	0
251	load-balancer	articles/load-balancer/tutorial-load-balancer-standard-zonal-portal.md	8	0
252	network-watcher	articles/network-watcher/connection-monitor.md	6	0
253	network-watcher	articles/network-watcher/diagnose-communication-problem-between-networks.md	7	0
254	network-watcher	articles/network-watcher/diagnose-vm-network-routing-problem.md	3	0
255	network-watcher	articles/network-watcher/diagnose-vm-network-traffic-filtering-problem.md	4	0
256	network-watcher	articles/network-watcher/index.md	10	0
257	network-watcher	articles/network-watcher/network-watcher-alert-triggered-packet-capture.md	19	0
258	network-watcher	articles/network-watcher/network-watcher-analyze-nsg-flow-logs-graylog.md	9	0
259	network-watcher	articles/network-watcher/network-watcher-connectivity-portal.md	3	0
260	network-watcher	articles/network-watcher/network-watcher-create.md	1	0
261	network-watcher	articles/network-watcher/network-watcher-deep-packet-inspection.md	8	0
262	network-watcher	articles/network-watcher/network-watcher-diagnose-on-premises-connectivity.md	1	0
263	network-watcher	articles/network-watcher/network-watcher-intrusion-detection-open-source-tools.md	7	0
264	network-watcher	articles/network-watcher/network-watcher-ip-flow-verify-overview.md	1	0
265	network-watcher	articles/network-watcher/network-watcher-monitor-with-azure-automation.md	11	0
266	network-watcher	articles/network-watcher/network-watcher-monitoring-overview.md	3	1
267	network-watcher	articles/network-watcher/network-watcher-next-hop-overview.md	1	0
268	network-watcher	articles/network-watcher/network-watcher-nsg-flow-logging-overview.md	1	0
269	network-watcher	articles/network-watcher/network-watcher-nsg-flow-logging-portal.md	6	0
270	network-watcher	articles/network-watcher/network-watcher-nsg-grafana.md	4	0
271	network-watcher	articles/network-watcher/network-watcher-packet-capture-manage-portal.md	5	0
272	network-watcher	articles/network-watcher/network-watcher-packet-capture-overview.md	1	0
273	network-watcher	articles/network-watcher/network-watcher-security-group-view-overview.md	2	0
274	network-watcher	articles/network-watcher/network-watcher-troubleshoot-overview.md	2	0
275	network-watcher	articles/network-watcher/network-watcher-using-open-source-tools.md	11	0
276	network-watcher	articles/network-watcher/network-watcher-visualize-nsg-flow-logs-open-source-tools.md	8	0
277	network-watcher	articles/network-watcher/network-watcher-visualize-nsg-flow-logs-power-bi.md	13	0
278	network-watcher	articles/network-watcher/traffic-analytics.md	28	0
279	network-watcher	articles/network-watcher/view-network-topology.md	1	0
280	service-fabric	articles/service-fabric/index.md	13	0
281	service-fabric	articles/service-fabric/quickstart-guest-app.md	5	0
282	service-fabric	articles/service-fabric/service-fabric-add-a-web-frontend.md	9	0
283	service-fabric	articles/service-fabric/service-fabric-api-management-overview.md	6	0
284	service-fabric	articles/service-fabric/service-fabric-api-management-quickstart.md	4	0
285	service-fabric	articles/service-fabric/service-fabric-application-and-service-security.md	1	0
286	service-fabric	articles/service-fabric/service-fabric-application-lifecycle.md	1	0
287	service-fabric	articles/service-fabric/service-fabric-application-model.md	3	0
288	service-fabric	articles/service-fabric/service-fabric-application-runas-security.md	1	0
289	service-fabric	articles/service-fabric/service-fabric-application-scenarios.md	2	0
290	service-fabric	articles/service-fabric/service-fabric-application-upgrade.md	1	0
291	service-fabric	articles/service-fabric/service-fabric-application-upgrade-tutorial.md	4	0
292	service-fabric	articles/service-fabric/service-fabric-application-upgrade-tutorial-powershell.md	1	0
293	service-fabric	articles/service-fabric/service-fabric-architecture.md	1	0
294	service-fabric	articles/service-fabric/service-fabric-backuprestoreservice.md	3	0
295	service-fabric	articles/service-fabric/service-fabric-cicd-your-linux-application-with-jenkins.md	5	0
296	service-fabric	articles/service-fabric/service-fabric-cloud-services-migration-differences.md	9	0
297	service-fabric	articles/service-fabric/service-fabric-cloud-services-migration-worker-role-stateless-service.md	2	0
298	service-fabric	articles/service-fabric/service-fabric-cluster-capacity.md	1	0
299	service-fabric	articles/service-fabric/service-fabric-cluster-change-cert-thumbprint-to-cn.md	1	0
300	service-fabric	articles/service-fabric/service-fabric-cluster-creation-create-template.md	1	0
301	service-fabric	articles/service-fabric/service-fabric-cluster-creation-for-windows-server.md	1	0
302	service-fabric	articles/service-fabric/service-fabric-cluster-creation-setup-aad.md	8	0
303	service-fabric	articles/service-fabric/service-fabric-cluster-creation-via-portal.md	19	0
304	service-fabric	articles/service-fabric/service-fabric-cluster-creation-via-visual-studio.md	3	0
305	service-fabric	articles/service-fabric/service-fabric-cluster-delete.md	3	0
306	service-fabric	articles/service-fabric/service-fabric-cluster-nodetypes.md	3	0
307	service-fabric	articles/service-fabric/service-fabric-cluster-remote-connect-to-azure-cluster-node.md	4	0
308	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-advanced-placement-rules-affinity.md	2	0
309	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-advanced-placement-rules-placement-policies.md	3	0
310	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-application-groups.md	2	0
311	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-architecture.md	2	0
312	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-balancing.md	5	0
313	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-cluster-description.md	7	0
314	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-defragmentation-metrics.md	1	0
315	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-introduction.md	1	0
316	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-metrics.md	4	0
317	service-fabric	articles/service-fabric/service-fabric-cluster-resource-manager-movement-cost.md	1	0
318	service-fabric	articles/service-fabric/service-fabric-cluster-scale-up-down.md	1	0
319	service-fabric	articles/service-fabric/service-fabric-cluster-security.md	2	0
320	service-fabric	articles/service-fabric/service-fabric-cluster-security-update-certs-azure.md	7	0
321	service-fabric	articles/service-fabric/service-fabric-cluster-upgrade.md	7	0
322	service-fabric	articles/service-fabric/service-fabric-cluster-upgrade-windows-server.md	1	0
323	service-fabric	articles/service-fabric/service-fabric-concepts-partitioning.md	8	0
324	service-fabric	articles/service-fabric/service-fabric-concepts-replica-lifecycle.md	3	0
325	service-fabric	articles/service-fabric/service-fabric-concepts-scalability.md	2	0
326	service-fabric	articles/service-fabric/service-fabric-connect-and-communicate-with-services.md	9	0
327	service-fabric	articles/service-fabric/service-fabric-containers.md	1	0
328	service-fabric	articles/service-fabric/service-fabric-containers-view-logs.md	1	0
329	service-fabric	articles/service-fabric/service-fabric-content-roadmap.md	10	0
330	service-fabric	articles/service-fabric/service-fabric-create-your-first-application-in-visual-studio.md	14	0
331	service-fabric	articles/service-fabric/service-fabric-create-your-first-linux-application-with-csharp.md	2	0
332	service-fabric	articles/service-fabric/service-fabric-create-your-first-linux-application-with-java.md	4	0
333	service-fabric	articles/service-fabric/service-fabric-debugging-your-application.md	14	0
334	service-fabric	articles/service-fabric/service-fabric-deploy-container-linux.md	1	0
335	service-fabric	articles/service-fabric/service-fabric-deploy-existing-app.md	3	0
336	service-fabric	articles/service-fabric/service-fabric-develop-csharp-applications-with-vs-code.md	13	0
337	service-fabric	articles/service-fabric/service-fabric-develop-java-applications-with-vs-code.md	11	0
338	service-fabric	articles/service-fabric/service-fabric-diagnostics-collect-logs-without-an-agent.md	2	0
339	service-fabric	articles/service-fabric/service-fabric-diagnostics-common-scenarios.md	12	0
340	service-fabric	articles/service-fabric/service-fabric-diagnostics-containers-windowsserver.md	3	0
341	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-aggregation-eventflow.md	1	0
342	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-aggregation-wad.md	3	0
343	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-analysis-appinsights.md	5	0
344	service-fabric	articles/service-fabric/service-fabric-diagnostics-event-analysis-oms.md	24	0
345	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-monitor-and-diagnose-services-locally.md	1	0
346	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-report-and-check-service-health.md	7	0
347	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-setup-wad.md	1	0
348	service-fabric	articles/service-fabric/service-fabric-diagnostics-how-to-use-elasticsearch.md	2	0
349	service-fabric	articles/service-fabric/service-fabric-diagnostics-oms-agent.md	7	0
350	service-fabric	articles/service-fabric/service-fabric-diagnostics-overview.md	5	0
351	service-fabric	articles/service-fabric/service-fabric-diagnostics-troubleshoot-common-scenarios.md	1	0
352	service-fabric	articles/service-fabric/service-fabric-disaster-recovery.md	1	0
353	service-fabric	articles/service-fabric/service-fabric-dnsservice.md	4	0
354	service-fabric	articles/service-fabric/service-fabric-get-started-azure-cluster.md	5	0
355	service-fabric	articles/service-fabric/service-fabric-get-started-containers.md	5	0
356	service-fabric	articles/service-fabric/service-fabric-get-started-containers-linux.md	2	0
357	service-fabric	articles/service-fabric/service-fabric-get-started-eclipse.md	4	0
358	service-fabric	articles/service-fabric/service-fabric-get-started-linux.md	2	0
359	service-fabric	articles/service-fabric/service-fabric-get-started-mac.md	3	0
360	service-fabric	articles/service-fabric/service-fabric-get-started-standalone-cluster.md	1	0
361	service-fabric	articles/service-fabric/service-fabric-get-started-tomcat.md	3	0
362	service-fabric	articles/service-fabric/service-fabric-get-started-with-a-local-cluster.md	16	0
363	service-fabric	articles/service-fabric/service-fabric-health-introduction.md	5	0
364	service-fabric	articles/service-fabric/service-fabric-host-app-in-a-container.md	3	0
365	service-fabric	articles/service-fabric/service-fabric-hosting-model.md	6	0
366	service-fabric	articles/service-fabric/service-fabric-image-store-connection-string.md	2	0
367	service-fabric	articles/service-fabric/service-fabric-manage-application-in-visual-studio.md	6	0
368	service-fabric	articles/service-fabric/service-fabric-manage-multiple-environment-app-configuration.md	2	0
369	service-fabric	articles/service-fabric/service-fabric-overview.md	5	0
