**********************Check Process Result(CheckImageByService)**********************
Index	Service	File Path	Total Screenshots	Adapted Screenshots	Image File Name
701	stream-analytics	articles/stream-analytics/stream-analytics-with-azure-functions.md	5	0	
702	stream-analytics	articles/stream-analytics/stream-analytics-write-queries.md	7	0	
703	traffic-manager	articles/traffic-manager/index.md	14	0	
704	traffic-manager	articles/traffic-manager/quickstart-create-traffic-manager-profile.md	5	0	
705	traffic-manager	articles/traffic-manager/traffic-manager-create-rum-visual-studio.md	2	0	
706	traffic-manager	articles/traffic-manager/traffic-manager-create-rum-web-pages.md	2	0	
707	traffic-manager	articles/traffic-manager/traffic-manager-geographic-routing-method.md	2	0	
708	traffic-manager	articles/traffic-manager/traffic-manager-how-traffic-manager-works.md	2	0	
709	traffic-manager	articles/traffic-manager/traffic-manager-load-balancing-azure.md	11	0	
710	traffic-manager	articles/traffic-manager/traffic-manager-metrics-alerts.md	4	0	
711	traffic-manager	articles/traffic-manager/traffic-manager-monitoring.md	3	0	
712	traffic-manager	articles/traffic-manager/traffic-manager-nested-profiles.md	10	0	
713	traffic-manager	articles/traffic-manager/traffic-manager-overview.md	1	0	
714	traffic-manager	articles/traffic-manager/traffic-manager-performance-considerations.md	3	0	
715	traffic-manager	articles/traffic-manager/traffic-manager-performance-routing-method.md	1	0	
716	traffic-manager	articles/traffic-manager/traffic-manager-priority-routing-method.md	1	0	
717	traffic-manager	articles/traffic-manager/traffic-manager-routing-methods.md	4	0	
718	traffic-manager	articles/traffic-manager/traffic-manager-troubleshooting-degraded.md	4	0	
719	traffic-manager	articles/traffic-manager/traffic-manager-weighted-routing-method.md	1	0	
720	traffic-manager	articles/traffic-manager/tutorial-traffic-manager-improve-website-response.md	8	2	eastus-traffic-manager-test.PNG;westeurope-traffic-manager-test.PNG
721	virtual-machines	articles/virtual-machines/extensions/diagnostics-linux.md	3	0	
722	virtual-machines	articles/virtual-machines/extensions/export-templates.md	1	0	
723	virtual-machines	articles/virtual-machines/extensions/features-linux.md	1	0	
724	virtual-machines	articles/virtual-machines/extensions/features-windows.md	1	0	
725	virtual-machines	articles/virtual-machines/extensions/trend.md	3	0	
726	virtual-machines	articles/virtual-machines/linux/classic/attach-disk.md	7	0	
727	virtual-machines	articles/virtual-machines/linux/classic/capture-image.md	1	0	
728	virtual-machines	articles/virtual-machines/linux/classic/cassandra-nodejs.md	2	0	
729	virtual-machines	articles/virtual-machines/linux/classic/cli-use-docker.md	1	0	
730	virtual-machines	articles/virtual-machines/linux/classic/diagnostic-extension.md	1	0	
731	virtual-machines	articles/virtual-machines/linux/classic/freebsd-create-upload-vhd.md	11	0	
732	virtual-machines	articles/virtual-machines/linux/classic/hpcpack-cluster.md	13	0	
733	virtual-machines	articles/virtual-machines/linux/classic/hpcpack-cluster-namd.md	7	0	
734	virtual-machines	articles/virtual-machines/linux/classic/hpcpack-cluster-openfoam.md	16	0	
735	virtual-machines	articles/virtual-machines/linux/classic/hpcpack-cluster-starccm.md	2	0	
736	virtual-machines	articles/virtual-machines/linux/classic/mariadb-mysql-cluster.md	6	0	
737	virtual-machines	articles/virtual-machines/linux/classic/mysql-cluster.md	3	0	
738	virtual-machines	articles/virtual-machines/linux/classic/optimize-mysql.md	16	0	
739	virtual-machines	articles/virtual-machines/linux/classic/portal-use-docker.md	8	0	
740	virtual-machines	articles/virtual-machines/linux/classic/remote-desktop.md	3	0	
741	virtual-machines	articles/virtual-machines/linux/classic/setup-tomcat.md	18	0	
742	virtual-machines	articles/virtual-machines/linux/classic/virtual-machines-linux-classic-ruby-rails-web-app.md	8	0	
743	virtual-machines	articles/virtual-machines/linux/attach-disk-portal.md	10	0	
744	virtual-machines	articles/virtual-machines/linux/azure-dns.md	1	0	
745	virtual-machines	articles/virtual-machines/linux/boot-diagnostics.md	7	0	
746	virtual-machines	articles/virtual-machines/linux/build-image-with-packer.md	1	0	
747	virtual-machines	articles/virtual-machines/linux/cloudfoundry-deploy-your-first-app.md	2	0	
748	virtual-machines	articles/virtual-machines/linux/create-cli-complete.md	1	0	
749	virtual-machines	articles/virtual-machines/linux/detach-disk.md	1	0	
750	virtual-machines	articles/virtual-machines/linux/detailed-troubleshoot-ssh-connection.md	5	0	
751	virtual-machines	articles/virtual-machines/linux/docker-compose-quickstart.md	1	0	
752	virtual-machines	articles/virtual-machines/linux/docker-machine.md	1	0	
753	virtual-machines	articles/virtual-machines/linux/dockerextension.md	1	0	
754	virtual-machines	articles/virtual-machines/linux/download-vhd.md	4	0	
755	virtual-machines	articles/virtual-machines/linux/elasticsearch-install.md	2	0	
756	virtual-machines	articles/virtual-machines/linux/freebsd-pf-nat.md	1	0	
757	virtual-machines	articles/virtual-machines/linux/index.md	21	0	
758	virtual-machines	articles/virtual-machines/linux/infrastructure-example.md	2	0	
759	virtual-machines	articles/virtual-machines/linux/instance-metadata-service.md	1	0	
760	virtual-machines	articles/virtual-machines/linux/migrate-to-premium-storage-using-azure-site-recovery.md	14	0	
761	virtual-machines	articles/virtual-machines/linux/mysql-install.md	2	0	
762	virtual-machines	articles/virtual-machines/linux/n-series-driver-setup.md	3	0	
763	virtual-machines	articles/virtual-machines/linux/openshift-post-deployment.md	3	0	
764	virtual-machines	articles/virtual-machines/linux/postgresql-install.md	8	0	
765	virtual-machines	articles/virtual-machines/linux/quick-create-cli.md	1	0	
766	virtual-machines	articles/virtual-machines/linux/quick-create-portal.md	3	0	
767	virtual-machines	articles/virtual-machines/linux/run-command.md	2	0	
768	virtual-machines	articles/virtual-machines/linux/ssh-from-windows.md	8	0	
769	virtual-machines	articles/virtual-machines/linux/terraform.md	1	0	
770	virtual-machines	articles/virtual-machines/linux/troubleshoot-recovery-disks-portal.md	14	0	
771	virtual-machines	articles/virtual-machines/linux/troubleshoot-ssh-connection.md	3	0	
772	virtual-machines	articles/virtual-machines/linux/troubleshoot-vhds.md	10	0	
773	virtual-machines	articles/virtual-machines/linux/tutorial-automate-vm-deployment.md	3	0	
774	virtual-machines	articles/virtual-machines/linux/tutorial-availability-sets.md	1	0	
775	virtual-machines	articles/virtual-machines/linux/tutorial-azure-security.md	8	0	
776	virtual-machines	articles/virtual-machines/linux/tutorial-backup-vms.md	3	0	
777	virtual-machines	articles/virtual-machines/linux/tutorial-build-deploy-jenkins.md	15	0	
778	virtual-machines	articles/virtual-machines/linux/tutorial-create-vmss.md	1	0	
779	virtual-machines	articles/virtual-machines/linux/tutorial-jenkins-github-docker-cicd.md	3	0	
780	virtual-machines	articles/virtual-machines/linux/tutorial-lamp-stack.md	3	0	
781	virtual-machines	articles/virtual-machines/linux/tutorial-lemp-stack.md	3	0	
782	virtual-machines	articles/virtual-machines/linux/tutorial-load-balance-nodejs.md	1	0	
783	virtual-machines	articles/virtual-machines/linux/tutorial-load-balancer.md	1	0	
784	virtual-machines	articles/virtual-machines/linux/tutorial-manage-vm.md	1	0	
785	virtual-machines	articles/virtual-machines/linux/tutorial-mean.md	3	0	
786	virtual-machines	articles/virtual-machines/linux/tutorial-monitoring.md	12	0	
787	virtual-machines	articles/virtual-machines/linux/tutorial-secure-web-server.md	2	0	
788	virtual-machines	articles/virtual-machines/linux/tutorial-virtual-network.md	1	0	
789	virtual-machines	articles/virtual-machines/linux/use-remote-desktop.md	2	0	
790	virtual-machines	articles/virtual-machines/linux/vertical-scaling-automation.md	3	0	
791	virtual-machines	articles/virtual-machines/linux/sql/provision-sql-server-linux-virtual-machine.md	8	0	
792	virtual-machines	articles/virtual-machines/linux/sql/sql-server-linux-virtual-machines-overview.md	2	0	
793	virtual-machines	articles/virtual-machines/index.md	11	0	
794	virtual-machines	articles/virtual-machines/virtual-machines-azure-slave-plugin-for-hudson.md	5	0	
795	virtual-machines	articles/virtual-machines/virtual-machines-dotnet-diagnostics.md	2	0	
796	virtual-machines	articles/virtual-machines/virtual-machines-linux-cli-migration-classic-resource-manager.md	1	0	
797	virtual-machines	articles/virtual-machines/virtual-machines-serial-console.md	13	0	
798	virtual-machines	articles/virtual-machines/virtual-machines-windows-attach-disk-portal.md	3	0	
799	virtual-machines	articles/virtual-machines/virtual-machines-windows-migration-classic-resource-manager.md	2	0	
800	virtual-machines	articles/virtual-machines/virtual-machines-workload-template-ad-domain.md	1	0	
801	virtual-machines	articles/virtual-machines/windows/classic/attach-disk.md	5	0	
802	virtual-machines	articles/virtual-machines/windows/classic/capture-image.md	3	0	
803	virtual-machines	articles/virtual-machines/windows/classic/connect-logon.md	6	0	
804	virtual-machines	articles/virtual-machines/windows/classic/createupload-vhd.md	2	0	
805	virtual-machines	articles/virtual-machines/windows/classic/hpcpack-cluster-node-burst.md	1	0	
806	virtual-machines	articles/virtual-machines/windows/classic/hpcpack-rdma-cluster.md	4	0	
807	virtual-machines	articles/virtual-machines/windows/classic/java-run-compute-intensive-task.md	8	0	
808	virtual-machines	articles/virtual-machines/windows/classic/java-run-tomcat-app-server.md	8	0	
809	virtual-machines	articles/virtual-machines/windows/classic/mysql-2008r2.md	7	0	
810	virtual-machines	articles/virtual-machines/windows/classic/python-django-web-app.md	6	0	
811	virtual-machines	articles/virtual-machines/windows/classic/reset-rdp.md	3	0	
812	virtual-machines	articles/virtual-machines/windows/attach-disk-portal.md	4	0	
813	virtual-machines	articles/virtual-machines/windows/build-image-with-packer.md	1	0	
814	virtual-machines	articles/virtual-machines/windows/chef-automation.md	11	0	
815	virtual-machines	articles/virtual-machines/windows/client-images.md	5	0	
816	virtual-machines	articles/virtual-machines/windows/connect-logon.md	3	0	
817	virtual-machines	articles/virtual-machines/windows/create-availability-set.md	4	0	
818	virtual-machines	articles/virtual-machines/windows/create-portal-availability-zone.md	5	0	
819	virtual-machines	articles/virtual-machines/windows/detach-disk.md	1	0	
820	virtual-machines	articles/virtual-machines/windows/detailed-troubleshoot-rdp.md	5	0	
821	virtual-machines	articles/virtual-machines/windows/download-vhd.md	4	0	
822	virtual-machines	articles/virtual-machines/windows/excel-cluster-hpcpack.md	13	0	
823	virtual-machines	articles/virtual-machines/windows/how-to-use-perfInsights.md	9	0	
824	virtual-machines	articles/virtual-machines/windows/hpcpack-2016-cluster.md	5	0	
825	virtual-machines	articles/virtual-machines/windows/hpcpack-cluster-active-directory.md	1	0	
826	virtual-machines	articles/virtual-machines/windows/hpcpack-cluster-headnode.md	2	0	
827	virtual-machines	articles/virtual-machines/windows/incremental-snapshots.md	2	0	
828	virtual-machines	articles/virtual-machines/windows/index.md	22	0	
829	virtual-machines	articles/virtual-machines/windows/infrastructure-example.md	2	0	
830	virtual-machines	articles/virtual-machines/windows/install-mongodb.md	3	0	
831	virtual-machines	articles/virtual-machines/windows/install-vm-agent-offline.md	4	0	
832	virtual-machines	articles/virtual-machines/windows/instance-metadata-service.md	1	0	
833	virtual-machines	articles/virtual-machines/windows/matlab-mdcs-cluster.md	1	0	
834	virtual-machines	articles/virtual-machines/windows/migrate-to-premium-storage-using-azure-site-recovery.md	14	0	
835	virtual-machines	articles/virtual-machines/windows/migration-classic-resource-manager.md	7	0	
836	virtual-machines	articles/virtual-machines/windows/n-series-driver-setup.md	2	0	
837	virtual-machines	articles/virtual-machines/windows/nsg-quickstart-portal.md	6	0	
838	virtual-machines	articles/virtual-machines/windows/performance-diagnostics-vm-extension.md	7	0	
839	virtual-machines	articles/virtual-machines/windows/prepare-for-upload-vhd-image.md	1	0	
840	virtual-machines	articles/virtual-machines/windows/quick-create-portal.md	2	0	
841	virtual-machines	articles/virtual-machines/windows/quick-create-powershell.md	1	0	
842	virtual-machines	articles/virtual-machines/windows/reset-local-password-without-agent.md	13	0	
843	virtual-machines	articles/virtual-machines/windows/reset-network-interface.md	1	0	
844	virtual-machines	articles/virtual-machines/windows/reset-rdp.md	3	0	
845	virtual-machines	articles/virtual-machines/windows/run-command.md	2	0	
846	virtual-machines	articles/virtual-machines/windows/template-description.md	2	0	
847	virtual-machines	articles/virtual-machines/windows/troubleshoot-rdp-connection.md	14	0	
848	virtual-machines	articles/virtual-machines/windows/troubleshoot-recovery-disks-portal.md	18	0	
849	virtual-machines	articles/virtual-machines/windows/troubleshoot-vhds.md	10	0	
850	virtual-machines	articles/virtual-machines/windows/troubleshoot-vm-by-use-nested-virtualization.md	5	0	
851	virtual-machines	articles/virtual-machines/windows/tutorial-automate-vm-deployment.md	1	0	
852	virtual-machines	articles/virtual-machines/windows/tutorial-availability-sets.md	1	0	
853	virtual-machines	articles/virtual-machines/windows/tutorial-azure-security.md	8	0	
854	virtual-machines	articles/virtual-machines/windows/tutorial-backup-vms.md	3	0	
855	virtual-machines	articles/virtual-machines/windows/tutorial-create-vmss.md	1	0	
856	virtual-machines	articles/virtual-machines/windows/tutorial-load-balancer.md	1	0	
857	virtual-machines	articles/virtual-machines/windows/tutorial-monitoring.md	14	0	
858	virtual-machines	articles/virtual-machines/windows/tutorial-secure-web-server.md	2	0	
859	virtual-machines	articles/virtual-machines/windows/tutorial-virtual-network.md	1	0	
860	virtual-machines	articles/virtual-machines/windows/tutorial-vsts-iis-cicd.md	11	0	
861	virtual-machines	articles/virtual-machines/windows/upload-generalized-managed.md	1	0	
862	virtual-machines	articles/virtual-machines/windows/using-visual-studio-vm.md	1	0	
863	virtual-machines	articles/virtual-machines/windows/vertical-scaling-automation.md	3	0	
864	virtual-machines	articles/virtual-machines/windows/virtual-machines-nested-virtualization.md	3	0	
865	virtual-machines	articles/virtual-machines/windows/virtual-machines-windows-hpcpack-cluster-submit-jobs.md	1	0	
866	virtual-machines	articles/virtual-machines/windows/sql/quickstart-sql-vm-create-portal.md	6	0	
867	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-portal-sql-alwayson-availability-groups.md	9	0	
868	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-portal-sql-availability-group-dr.md	5	0	
869	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-portal-sql-availability-group-tutorial.md	46	0	
870	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-portal-sql-create-failover-cluster.md	7	0	
871	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-portal-sql-server-provision.md	13	0	
872	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-ps-sql-keyvault.md	3	0	
873	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-automated-backup.md	3	0	
874	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-automated-backup-v2.md	3	0	
875	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-automated-patching.md	3	0	
876	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-backup-recovery.md	1	0	
877	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-connect.md	3	0	
878	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-high-availability-dr.md	10	0	
879	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-performance.md	2	0	
880	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-security.md	3	0	
881	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-server-agent-extension.md	2	0	
882	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-server-app-patterns-dev-strategies.md	9	0	
883	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-server-pricing-guidance.md	3	0	
884	virtual-machines	articles/virtual-machines/windows/sql/virtual-machines-windows-sql-storage-configuration.md	5	0	
885	virtual-machines	articles/virtual-machines/windows/sqlclassic/virtual-machines-windows-classic-ps-sql-bi.md	12	0	
886	virtual-machines	articles/virtual-machines/windows/sqlclassic/virtual-machines-windows-classic-ps-sql-report.md	8	0	
887	virtual-machines	articles/virtual-machines/windows/sqlclassic/virtual-machines-windows-classic-sql-onprem-availability.md	5	0	
888	virtual-machines	articles/virtual-machines/windows/sqlclassic/virtual-machines-windows-classic-sql-server-agent-extension.md	2	0	
889	virtual-machines	articles/virtual-machines/windows/sqlclassic/virtual-machines-windows-classic-sql-server-premium-storage.md	25	0	
890	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-asm.md	29	0	
891	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-backup-recovery.md	31	0	
892	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-design.md	11	0	
893	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-disaster-recovery.md	3	0	
894	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-golden-gate.md	10	0	
895	virtual-machines	articles/virtual-machines/workloads/oracle/oracle-quick-start.md	1	0	
896	virtual-machines	articles/virtual-machines/workloads/sap/business-one-azure.md	2	0	
897	virtual-machines	articles/virtual-machines/workloads/sap/cal-ides-erp6-ehp7-sp3-sql.md	16	0	
898	virtual-machines	articles/virtual-machines/workloads/sap/cal-s4h.md	20	0	
899	virtual-machines	articles/virtual-machines/workloads/sap/dbms_maxdb_deployment_guide.md	4	0	
900	virtual-machines	articles/virtual-machines/workloads/sap/dbms_sqlserver_deployment_guide.md	1	0	
901	virtual-machines	articles/virtual-machines/workloads/sap/hana-get-started.md	36	0	
902	virtual-machines	articles/virtual-machines/workloads/sap/hana-installation.md	28	0	
903	virtual-machines	articles/virtual-machines/workloads/sap/hana-overview-architecture.md	9	0	
904	virtual-machines	articles/virtual-machines/workloads/sap/hana-overview-connectivity.md	6	0	
905	virtual-machines	articles/virtual-machines/workloads/sap/hana-overview-high-availability-disaster-recovery.md	35	0	
906	virtual-machines	articles/virtual-machines/workloads/sap/hana-supported-scenario.md	20	0	
907	virtual-machines	articles/virtual-machines/workloads/sap/hana-vm-operations.md	7	0	
908	virtual-machines	articles/virtual-machines/workloads/sap/high-availability-guide-nfs.md	1	0	
909	virtual-machines	articles/virtual-machines/workloads/sap/high-availability-guide-suse.md	1	0	
910	virtual-machines	articles/virtual-machines/workloads/sap/high-availability-guide-suse-pacemaker.md	1	0	
911	virtual-machines	articles/virtual-machines/workloads/sap/HowToHLI.md	0	0	
912	virtual-machines	articles/virtual-machines/workloads/sap/lama.md	4	0	
913	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-availability-one-region.md	4	0	
914	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-availability-two-region.md	2	0	
915	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-backup-file-level.md	19	0	
916	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-backup-guide.md	10	0	
917	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-backup-storage-snapshots.md	11	0	
918	virtual-machines	articles/virtual-machines/workloads/sap/sap-hana-high-availability.md	1	0	
919	virtual-machines	articles/virtual-machines/workloads/sap/troubleshooting-monitoring.md	15	0	
920	virtual-machines	articles/virtual-machines/workloads/sap/virtual-machines-shared-sap-dbms-guide.md	9	0	
921	virtual-machines	articles/virtual-machines/workloads/sap/virtual-machines-shared-sap-deployment-guide.md	15	0	
922	virtual-machines	articles/virtual-machines/workloads/sap/virtual-machines-shared-sap-high-availability-guide.md	93	0	
923	virtual-machines	articles/virtual-machines/workloads/sap/virtual-machines-shared-sap-planning-guide.md	26	0	
924	virtual-machines	articles/virtual-machines/workloads/sap/virtual-machines-shared-sap-shared.md	2	0	
925	virtual-network	articles/virtual-network/create-vm-accelerated-networking.md	2	0	
926	virtual-network	articles/virtual-network/ddos-protection-overview.md	3	0	
927	virtual-network	articles/virtual-network/diagnose-network-routing-problem.md	2	0	
928	virtual-network	articles/virtual-network/diagnose-network-traffic-filter-problem.md	4	0	
929	virtual-network	articles/virtual-network/index.md	14	0	
930	virtual-network	articles/virtual-network/manage-ddos-protection.md	4	0	
931	virtual-network	articles/virtual-network/manage-virtual-network.md	1	0	
932	virtual-network	articles/virtual-network/quick-create-portal.md	4	0	
933	virtual-network	articles/virtual-network/security-groups.md	2	0	
934	virtual-network	articles/virtual-network/tutorial-connect-virtual-networks-portal.md	6	0	
935	virtual-network	articles/virtual-network/tutorial-create-route-table-portal.md	9	0	
936	virtual-network	articles/virtual-network/tutorial-filter-network-traffic.md	5	0	
937	virtual-network	articles/virtual-network/tutorial-restrict-network-access-to-resources.md	9	0	
938	virtual-network	articles/virtual-network/virtual-network-deploy-static-pip-arm-portal.md	4	1	select-static.png
939	virtual-network	articles/virtual-network/virtual-network-disaster-recovery-guidance.md	1	0	
940	virtual-network	articles/virtual-network/virtual-network-for-azure-services.md	2	0	
941	virtual-network	articles/virtual-network/virtual-network-multiple-ip-addresses-portal.md	2	0	
942	virtual-network	articles/virtual-network/virtual-network-network-interface.md	1	0	
943	virtual-network	articles/virtual-network/virtual-network-nsg-manage-log.md	1	0	
944	virtual-network	articles/virtual-network/virtual-network-nsg-overview.md	2	0	
945	virtual-network	articles/virtual-network/virtual-network-scenario-udr-gw-nva.md	1	0	
946	virtual-network	articles/virtual-network/virtual-network-service-endpoints-overview.md	1	0	
947	virtual-network	articles/virtual-network/virtual-network-troubleshoot-cannot-delete-vnet.md	4	0	
948	virtual-network	articles/virtual-network/virtual-network-vnet-plan-design-arm.md	11	0	
949	virtual-network	articles/virtual-network/virtual-networks-acl.md	1	0	
950	virtual-network	articles/virtual-network/virtual-networks-create-vnet-classic-portal.md	5	0	
951	virtual-network	articles/virtual-network/virtual-networks-create-vnetpeering-arm-portal.md	19	0	
952	virtual-network	articles/virtual-network/virtual-networks-dmz-nsg-arm.md	1	0	
953	virtual-network	articles/virtual-network/virtual-networks-dmz-nsg-asm.md	1	0	
954	virtual-network	articles/virtual-network/virtual-networks-dmz-nsg-fw-asm.md	4	0	
955	virtual-network	articles/virtual-network/virtual-networks-dmz-nsg-fw-udr-asm.md	18	0	
956	virtual-network	articles/virtual-network/virtual-networks-instance-level-public-ip.md	1	0	
957	virtual-network	articles/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances.md	2	0	
958	virtual-network	articles/virtual-network/virtual-networks-overview.md	1	0	
959	virtual-network	articles/virtual-network/virtual-networks-peering-overview.md	2	0	
960	virtual-network	articles/virtual-network/virtual-networks-public-ip-within-vnet.md	2	0	
961	virtual-network	articles/virtual-network/virtual-networks-static-ip-arm-pportal.md	9	0	
962	virtual-network	articles/virtual-network/virtual-networks-static-ip-classic-pportal.md	7	0	
963	virtual-network	articles/virtual-network/virtual-networks-udr-overview.md	1	0	

